Introduction,hi my name is MC Clinton Anderson that's cheap like Christians make Clinton Anderson I'm originally from Los Angeles and I joined the military in the navy in two thousand it was a couple of years right after high school I grew up in for the most part in Los Angeles and I hope I graduate from high school I didn't really know exactly what to do right after high school so I spent about a year doing odd jobs and of the military seemed like it was a really good path for occasion and to develop his skills so after a year at Los Los one beat City College when I went decrees office he told me a different programs I could join christological technician our nuclear technology and I am pleased decided to be a neutral technologies are because it had really great advancement scheme and they gave out the most money for college so I did that I joined the navy and I went to South Carolina for my school I did that for two years arm actually your half a school and then I did a six months at all Albany the prototype after that to your stance arm going to the nuclear power program that I did my first aircraft carrier in San Diego on the USS John C. Stennis I did that for three years then I went up to Washington for another three more years and after that eight year tour and I decided to transfer from the navy arm active duty service to the reserve service and that's where I still am I did that for about eight years now since I got out of the active duty service I've been going to college first until you see Berkeley for a computer science in that I transfer to a university of southern California for my masters degree and that's where I'm at now 
Describe the process of joining the military.,so when I first want to join the military I went to go talk to recruiter and he give me a run down about what things you could actually do in the military as far as the job that you do on the places that you can go and I first of the test it's come to to tell you where you can sit in the military and that's what pretty high on it so they offered me some of some of the advanced jobs such as good logical technician and of the nuclear entrance field also on fracking troll main problem electrical technician so these are some of the things that I could do but I hadn't always been interested in them my whole life so I have to ask a couple people about the kind of job that he did what does he do what does an axeman do and eventually I chose nuclear technology you don't really find out what specific job you doing until you actually go to boot camp but on the nuclear field was probably the best choice for me on the recruiter didn't have that much information about it because I he was a certain job had about a hundred or so jobs that you can have I didn't really have that much information but he did give me a general overview about what it was like 
What are the major benefits of doing this kind of work?,the major benefits of doing this kind of work is for me I feel the fact that you're actually serving your country is pretty big a big reason for doing this I know it's kind of cliche but after I did my service and I came back of the fact that the whole entire world was at actually America was really supporting me where I went in school we always hear things about how much we supported veterans at school with my family bay it really gave me so much support that it feels like I'm I'm in this this smaller community within a larger community that really wants to help you succeed another thing that's pretty important is that they give me some skills that I can really take out to go into the real world now not every job that's in the navy can be presented to the world in its purest form so for instance if you're working with our nuclear weapons then you probably might not find a nuclear weapon job down there in the world real world but every every engineering job let's say has certain a certain skill set that you can use so I didn't really take my nuclear engineering job out there in the real world even though it was available but the fact that I learned so many indeed in skills really set me on the path to getting their current job that I have which is computer science Bob but I could have wanted to patrol in engineering that could what's a lecture continuing and I think I would have done just fine 
What are the major negatives of doing this kind of work?,so some of the major negatives of being an active duty military member arms held lie so many people think that the job itself when you're on the plane it's pretty hard on number one being apart from your family for so long also princes when I wanna deployment it was about six months for the first deployment seven months for the second appointment and we're fighting the Iraq war so he was about eight months almost for the third deployment and I know many people who had to leave their husbands have leave their wives up for extended periods of times have to leave their daughters out who were just born we're really worried about like what their families going while they were apart and they had limited contact with them when they were when they were when they were so far away so that's probably the most difficult part but then of course once you come back after deployment that it's a really you know happy times your your sickly backed it's glad to be back 
How did your expectations differ from your actual experience?,so when I first joined the military I actually knew about how it was deeds my father it has been in the army when I was in middle school so I grew up on a military base for two years and I guess living more after that so having great expectation about what could be expected I knew what a military base look like a new arm was my father's hours words and you that you have to a tea in the morning surgical train in the morning and I knew that to be gone for extended periods of time so those parts were pretty much expected for me as far as different from what I from what I was used to so I didn't think that there would be so much extra work that was involved I did it's so when I made my dad was in the military in Germany he had basics the basic schedule he woke up the morning anytime came back around five o'clock it was nice had Saturdays and Sundays off for the most part the navy is very different in the fact that conferences going on the planet you have your normal work schedule and then at the end of your works work day you also have to do preventive maintenance I used to be called at any time if there's a casualties Bob problem with one is equipment then you have to go down and work on it for several hours finale that we out there fighting they always want you to be prepared so you have these things called general quarters which you can do to three for almost every single day arm for a week so armed and that that's always around eight o'clock and it should end at ten o'clock eleven o'clock twelve o'clock so your days are keys repeated hectic every four days you probably up all night how did you know what your job is it not every job is like that obviously but I'm for some of the more critical jobs out you can be on demand free pretty hard so it actually does prepare you when you come back and start doing college then they see being in the military TTC did you discipline it out they know that you work really hard and that's just the facts of blood obviously if you're in those types of positions where you work a lot harder Jim maybe they have some compensation for you big militant more money so can take 
What were your position and duties in the Navy?,so I had a schedule that actually promoted me pretty consistently as I stayed in the military so when I first went to boot camp I I was in the nuclear technology technology fields so during the capture and he won which is the lowest rank of them listed side but as soon as I graduated I became in E. three and that's what I was for the first six months that I was in my case school after I graduated then I became a key for which is still a lower position but it's called the petty officer which the they allow you to mislead you things on your own arms for the most part like if they actually do pretty and maintenance if they ask you to fix something if they ask you to stand watch your love to do that without without limits is religion I guess that for about another year so I was in the marines in the first year my deployment when I became and he five to get that through the star program which is where you sign on for another two years so my regional conflict wrist was six years I sunstar programs which are means that I was suppose to be in the navy for a total of eight years and they give me a little bit of money about loss of forty thousand dollars I think and they automatically promoted media E. five and as the five then you're teaching the petty officers and it frees me to is below you so I'm the scum like a mini supervisor you say and I did that for a couple more years I think around two thousand and six that's when I became a first class that six years after being in the navy for the first time and that's when you're considered a supervisor so that's when you happened that's when you're the person that's actually telling off three or four people what to do and you go down there and you don't really operate the question read young used equipment yourself but you kind of looking over the shoulder of people whose are actually doing the work because you've done it so many times before because you've been doing for the last four years so you know you're there for basically quality control while the super wild about people under you are looking for supervision asking what do I do how do I unscrew this the final part is where I became a chief and chief of the ones who've been doing the first class job for a long time and there's the ones who definite don't touch the equipment arm in fact we have we have this rule that is both the walk around with a coffee cups not because you're thirsty all the time but that just tells you that you're different opposite touch any of equipment are yourself so mom can for the most part you're up in the office doing paperwork making sure that it all reads correctly and that there are no problems and out the other happy times you down in the plan on making sure the first classes are you know become chiefs themselves and you have an overall on the gold makes for the plants jobs you know fit their schedule for the time schedule mixture that things happen on time making sure that I'll get a job needs to be done that you're the one who sees that pay you know I'd like we need somebody on this there's a strip coming from here let's put a job in for that there's obvious machines right running kind of off let Saddam you know shut down for right now and make sure that it's that somebody can take a look at it so first class can really do that but chiefs who have been you know the plan very well can do that so I'm cheap right now after it after sixteen years of 
Describe the work you would do on a typical day.,so right now I'm in the navy reserves which is slightly different know what you can expect us from being an active duty so the reserves we our main job is that we go on on trains Daniel trainings so for instance we gotta New Hampshire to a shipyard and we work and in the same fashion as a civilian so then I really expected to do active duty work they be going at eight o'clock sleep leave home around five o'clock normal workday schedule and we're just supposed be one of them so if they're supposed to be you know removes that fans and painting them that's what we're doing this was to be no fixing lights and installing insulation that's what we're doing as well so our regards seen what rate your arm or how high your it's basically about the same page leisure the chief like me would you kinda like overlooked other active duty members but busily working as as a civilian now that's vastly different than what you expect as an active duty service member so we have to two types of jobs that we can have we can have our job we do when we're stateside so for instance if we're odd living in San Diego or living in Hawaii basically we have maybe shortened days aren't you going around eight o'clock or seven o'clock and going on if you just got off the plane and or or what your time frame is you could be leading right after lunch so you have out just for five hours the work preteens and you go home or if it's been awhile since you've been on the plane and then you probably need to full working for working days which is our for me I was working on an aircraft carrier so we parked car pitifully how far away from base who walk about known twenty minutes to work on from the base we go when since in a little area until we all rob looked up together probably we talk about what we're going to be doing for one hour to after we have like all the work packages complete for that day then we split off into groups you say you two are going over there you two are going up in the third act you two are going you know down to the class or the build is or where it is and it was a break from that point on you basically on your own you have your your schedule that's in front of you and you know that it takes about four hours to do seeking go when you can do a little bit you can go up and ask questions in go read a book about it which is what we doing you can kind of like break a little bit it's like Hey let's go get some coffee or something conflict they give you about like a two or three hour jobs in a four hour period so they expect you to be done by the end of the day and they're not gonna try to over Ricky so much so toward any day expect people to start slowly you know showing up again if people are still lagging behind and say Hey you go help them so badly by four o'clock been everybody should be you know set to go home very rarely do you have to stay over arm so that there's not that much alone extra work that needs to be done but even though those might be easier days left to have these things called workups where'd you know you do six months of deployment he come back getting easier schedule for about you know two or three months and then you start going out so see arms in the middle of the ocean caught this evil you'd be lamentable ocean for awhile for about a month but maybe two weeks or something just saw spinning around in that that's when your work shoots up a little bit because like what you need to go you're on the air in the middle of an aircraft airsoft arm you get there at eight you days until four and then they expect you to do one or two or three hours at the end just doing whatever the city dump her on the ship 
How strongly would you recommend this occupation to others?,so recommending that maybe to others requires a lot of a lot of thought I've met many people in the navy who wears pretty anxious to get out at the end I met many people probably more people that really want to make it up a lifelong career and for old ones know that either they did it they did Tom I was probably in the middle of that I I reach my eat your point and I had a big decision to make after twenty years you're allowed to retire which is our it is really good opportunities for those who aren't have a family have a good have a good reason for wanting the consistent paycheck and if they're happy with this album making then then they would stay but I actually wanted to do other things of my life been then support in the country work on aircraft carriers and submarines and stuff so I felt like for instance are doing computer science we work with our virtual reality and things like that so if I stayed in the military then I would I would I really would be able to pursue that that line of work there are jobs like that but they're they're really hard to come by especially offerings as I was in nuclear technology so trying to do something like that would not have been in the question on so it depends on really what you want to do if you have the goal of doing civilian type work if you want to work for Google or Facebook if you wanna arms be I have checked and all star football player something Dan obviously the military is not the way to go but if you're kind of unsure what you want to do with your life and you join the military and you take this skill on that I can say if if you don't find the other parts of the military too distracting then it's an excellent excellent our retirement packages excellent Creech voice and toughest leads you know certain countries one of the places that you can do in your life so it's it's at the I think it's an honorable profession how 
Where did you go after you left active duty?,after I left my eight years of active service I was pretty sure that I want to go to college armed I didn't apply to colleges a lot why was James I had a few credits to my name so the first thing I did was I went back to my hometown wells hello Los Angeles I found a little city that had a really good communicators programmers Pasadena so at Pasadena City College and arm I was still in the engineering field so I didn't exactly know what I wanted to study but I knew what I had done in the military which was on do electrical electrical technician work and about nuclear power workings nobody chemistry little bit of thermodynamics and things so I I thought some of that was interesting I didn't really know my sure path until about two years after CUNY because that's when I decided to computer science and what's a university to going to my chosen field bond in academic profession but to tell you that I did not is is like joining the minute the military all over again 
Describe your current life/career goals.,what I wanted to after I get my masters program I am still considering getting off a PhD in education or for instance learning sciences so I can help people understand things better by using the computers by using our technology so something I'm really proud of and released on you know grateful for is that while you're in the military they make things very very easy for you also friends and think you take somebody from somebody fresh from college or from high school and I put into a program maybe six months maybe couple weeks and by the end of it they really know what they're supposed to be doing so you can come in and say Hey I I'll arms I have never seen a ship before and by the end of the program through to cap into a school and see school probably venue St Vincents say yes I'm I really know what I'm doing I can go on an aircraft carrier I can sit in the seat and what these buttons do I know of what happened what I need to do in case of a casualty I can answer my officers pretty you know competently so I think I'm trying to say is that their training program is exceptional it's the best I've ever had even better than college so I think I want to take this training that I've had from the navy and present it to civilians and the best way possible I think I can do that through computers are because you can actually track yourselves like for instance if you try to teach math oz rather than writings on a blackboard you can actually have people learn by computers I am the contract to see where they are what things they need to learn and how you can get them to where they need to be the fastest and I also want to take that training and give it back to the needs to make the navy's training better as well Sony do it both ways 
