What is the most challening part about your job? ,the most proud that most challenging part of my job is probably being able to %HESITATION manage everything that's given to you %HESITATION without really fussing about it on something you agree with some things you won't agree with %HESITATION and you have to make sure that the part that you agree with you you know said very very clearly to your people are the parts that you don't agree with sometimes you have to act like tell your boss here you know I need it's better this way and whatever else he gives whether he you know you can convince some or where their %HESITATION you have the materials that it takes to convince him otherwise if you have to make a strong and it would ever get your convictions are and %HESITATION prison is your people so it's very good Sir %HESITATION take all of your input everything that everybody's trying to tell you and I make sure that you understand it correctly and that you can present it quickly that's probably the most challenging part of my job 
What is the biggest barrier to entry in this field? ,big experience entry %HESITATION to join the navy and basically the military in general is that you have to be able to follow directions and even though that sounds like a very small task it's %HESITATION it shows up everywhere in everything that you do from %HESITATION from doing simplicity **** to writing your name to %HESITATION you know making a list of things to do in the complex procedure you know and everything that's in between those two goes to %HESITATION there's two distinct elements so %HESITATION of course the people who are really bright they get the more complex jobs you know that he's really good about that but %HESITATION no matter what you what your job is you're going to find yourself are faced with a complex situation and %HESITATION is very poor and to %HESITATION follow directions %HESITATION because %HESITATION people's lives are at stake you can actually get someone killed with some of the things that you do I'm even if you're a painter or %HESITATION both drivers or an electrician no matter what you do %HESITATION it's gonna affect somebody some way and you do not really familiar with exactly how it's going to affect people so you have to really %HESITATION do the job that people tell you to do %HESITATION because you can see all the dangers that associated with it 
How did you become interested in this type of work?,first became interested in joining the military %HESITATION back in the day when my father used a %HESITATION come back %HESITATION from his work in is in his uniform from the army and he'd tell me about all the things that he had experienced %HESITATION I grew up in a in the fifth sixth and seventh grade and part of it great and in Germany and although I didn't really see the military part of it I did see some of the things that like are you could have outside of the work so I saw that a nice house that you can live in it I saw the cool car he was driving I saw %HESITATION %HESITATION many times you know people no P. team exercising outside key to trading so %HESITATION I got the impression of like what the military lifestyle would be would be like compared to all the civilian life lifestyles that I saw on background from and I gotta say I use really impressive 
How did you first become interested in computer science?,I first became interested in computer science when I was in community colleges I did eight years in the in the navy as an active duty electricians mate and I learned a lot about engineering and I thought I was going to go to college to do electrical engineering however %HESITATION some of the class that you learn with lex continuing our computer science and so I went to a room research %HESITATION internship earlier wasn't interested uses research for UC Berkeley and so I thought was an intellectual hearing but they had so many cool computer science topics and %HESITATION professors and of little things around campus that really really the power meter kind of consider computer science as a career so when I went back home when I would %HESITATION when it was done with their research and I went back home I am really focused on my computer science classes and %HESITATION I just realized Hey you know ahead of all classes that I am learning math %HESITATION science English the computer science classes were some of the most fun and I just thought you know if I want to make my own business %HESITATION if I was going like engineering I have to go to radio shack and have to buy resistors I'd have to spend lots of money after like us in lots of time blood out with computer science you have your own business right in front of you if you just open up your laptop you have a million dollar idea just open your laptop I'm typing on some he is so that's all 
Why did you choose this career?,for me particularly I I chose the navy as a career because it seemed like a very easy Adams and straight forward step to begin a career so at the time I was just graduated from high school I was working at McDonalds and you'll bear side job swap meet a movie theater is to sell knives are used to sell home alarm systems those bouncing all over the place and %HESITATION I kept coming back to the thinking you know it %HESITATION the military is a good way to start I knew about their their money for education I knew about %HESITATION after you do your tour you could have a really good %HESITATION potential career outside of the military you know so these things are in the back of my mind unfortunately I am I tried to join in in high school and my eyesight is really bad so they had %HESITATION %HESITATION disqualified me from joining so I spent two years outside of high school trying to %HESITATION you know make my way through twenty college anyway through fear side jobs and %HESITATION it just wasn't for me so like the military is a good step to %HESITATION I tried again and I was accepted so that was really gets up to start now it fair 
"If you could do it all over, would you choose this career again? ",if I have to we joined the navy and %HESITATION considering the different options that I could have I think I think that that intellect fission really opened up some doors for me it actually like I long to think about %HESITATION differ things that I that I would have otherwise I know about I know about nuclear technology and all about %HESITATION electricity things voltage current %HESITATION resistors and about Howard what's I know lots of %HESITATION lots of things that had never even considered myself interested in before so does that help me in a sense I think it does it gives me a better perspective what I'd do it over again so the thing that I'm lacking from %HESITATION from doing my nuclear technology Pat is I don't have a long history with computer science so I think if I would have joined like for instance the IT field the information technology field then and after eight years I'd be really really bright about computer science and networks and %HESITATION looks going on in the on the interior of a computer %HESITATION however the problem would be that I wouldn't know %HESITATION electrical portion of it so I think I'm happy with my decision but I would probably try to do %HESITATION something more computer science oriented if I if I had to do it again knowing that we do in the future 
"When you were a kid, what did you want to be when you grew up?",when I was a kid I think I was more interested in like the humanities side of life so I tried to do a little bit of piano when I was a kid %HESITATION you my brother would go to kennel lessons and I you know I was a part of a a black gospel choir %HESITATION so I would always look at the guys are sitting there you know dabbling on the council really fast and I thought you know what I can make songs like that I I had not used I listen to rock and pop you know prince Michael Jackson's like god you know it I don't listen to the songs and give me this feeling in my heart so maybe I'm a musician %HESITATION as it turned out my brother didn't want to go to a piano lessons anymore so my grandmother did want to just take me by myself you know so he tell us that our lessons and that was the end of that a musical career %HESITATION my mother was an artist so I always like the sketch on patent stuff I would be the dryness like animated characters X. men and spider man and I was getting up there and %HESITATION in my ability but how it out they also felt out so yeah when I was young I actually wanted to you like a you know like the god non engineering announced on things but I I has a way of like drawing you in a different direction 
What sports did you play in high school? ,so even though I was in %HESITATION really a jock in high school I actually had a lot of a lot of interesting activities so I ran track and field %HESITATION and I was a I was %HESITATION varsity material %HESITATION virtually I sprained my ankle %HESITATION during my junior year so that that ended my %HESITATION might cause aspirations but I also ran across country you know cross country first no running three miles %HESITATION for our needs and then %HESITATION track and field American is something in the spring so what were you run fast %HESITATION also tried my hand at other other things like god I guess wrestling for a day or two of basketball I tried on and I had it I didn't get it accepted but on also it was involved in things like sad on students against drunk driving %HESITATION Amnesty International %HESITATION enter a cornucopia of other things 
What is your favorite color?,my favorite color has to be black it just looks good on everything 
Are you married?,right now pretty single here in Japan %HESITATION still looking 
Do you have siblings?,first it would go I have in older brother and an older sister my brother is one year older than me and he joined the army about before %HESITATION I did my navy thing and I have a sister who's ten years older than me as he lives in Michigan with profound 
Do you have any pets?,my whole life I wanted a dog you know everywhere I go I cannot have a pet %HESITATION especially here in Japan you know you could not outs have pets he's really small apartments but as soon as I can so they have my you know speak for a job when you get you know a nice %HESITATION what is it spits or maybe it's a cop Cali if they're out there may be a we call those things I don't know if they're really pushy and nice and you know playful I keep I keep it on 
What is your favorite food?,I have two favorite foods %HESITATION when I am in the United States my favorite food is %HESITATION ice cream how did us all the way but when I'm injured increments a pen %HESITATION it switches over to robin because they make delicious rami here %HESITATION this new compared to you in the U. S. 
What is your least favorite food?,my least favorite food has to be any type of seafood which I really sex because I'm in Japan and it's all over the place so I was like I'm missing out by %HESITATION yeah I know does the food I like cod %HESITATION but those shrimp lobster and nothing with eyeballs looking at me when I'm looking at it home I'm not too hot on vegetables either but you know you got you got a you know as long as there's some meat I can click need a mop in the veggies I'm in favor of those people at all 
What is the food like in the military?,for in the military it's I guess it's outstanding of maybe not many people would agree with that because it's kind of plane in black %HESITATION so you have your your cafeteria style you know starts to leave you go there I want to meet I want some potatoes I want some broccoli you know and downplayed the it provides a good selection for you %HESITATION they don't really season it so much because %HESITATION so we could come through you know it's not like it it's Applebee's anything they allow you season it yourself so as long as you kind of realize that you know then they give you big portions for a little cost or no cost if you're active duty and %HESITATION and technically it is helping you know %HESITATION effect I think that the recently to salt away from the table so like god you have to wake up trying to be healthy we need your food and it delivers 
Do you shoot guns?,when I first joined the military I thought okay and let me exercised all day and then shooting guns all night but fortunately %HESITATION neither does really came to pass you have some time to exercise but as far as shooting guns it's not really something that's really popular here %HESITATION especially when you're out on the plane in which is six months on the middle of the ocean %HESITATION some people that the military police the MPs they have guns %HESITATION but it's not like out there practicing all the time you know like it's a the practice package store and at when you're unsure %HESITATION busily do my job as electricians me it's not like I can practice but there are opportunities to practice their shooting ranges that people go to and I want my ratings 
Can you explain the ribbon system?,the military has a really good system for %HESITATION acknowledging the conflicts that accomplishment that people do so if you go out in the middle of the ocean and you come back in that's a tour in value you get a little ribbon right here and you can see on this uniform but on other uniforms to wear your dress blues he just whites %HESITATION other like nice uniforms at you where you can have like little emblems %HESITATION they go three by three by three and %HESITATION get them for various there's things if you shoot a gun really well the you can get an expert witness %HESITATION if you how do something really really productive for the ship that you run you can get like %HESITATION %HESITATION I need the achievement that say or if you %HESITATION go to a specific place in the middle in in the world idea by certain ward he can get another it so %HESITATION as you go along with it you're in you start acquiring these weapons any kind of scene who's been our number one in the longest time and number two who's had the most success in a job by the moderate is that the you can really see lots of adults with like a really big huge stacks of 
What are the ribbons/awards that you've gotten?,some of the ribbons that I've received %HESITATION include %HESITATION historian and %HESITATION rifle ribbon both experts I received that a sea service deployment ribbon which means that I %HESITATION when on the ship some people maybe don't do that so %HESITATION the ones who do they get that I also received a %HESITATION exhibition expeditionary expeditionary given for my ship %HESITATION because we did a really good job out there we're doing training and I was a big part of that %HESITATION in in one of the few other ones until like one about thirteen more 
Do you have any tattoos?,it uses a really common thing in the military I personally don't have any but you can see every everything from a little hard on the shoulder to you know a big you know flag on the back of people so I think it was just never for me 
Do you get to swim in the ocean?,we definitely don't get to swim in the middle of the ocean %HESITATION so we did actually did get to swim notion but it's not very common %HESITATION when he was like a really high weed out been out to sea for like a month two months is the way that people were getting antsy so we had to swim call so what happened was our aircraft carrier was %HESITATION it came to a full stop and we had navy seals in out in boats around the water %HESITATION with guns tissue charts and %HESITATION we could jump from the from the elevator that aircraft elevator which is really far far up the it's about like %HESITATION fibers six second drop which you drugged up over there scum like a diving board so you jump over the edge you go down beautiful backwater in keep going when it gets really cold may come back up and it's warm again invaluable to swim to the back of the ship %HESITATION so it's about another %HESITATION eighty minute more to go to the back and you have to get out so it's not like you can like thing out there is limited and you know I or frisbee around it you know like play volleyball anything it's like as you jump across %HESITATION good out of the water and you come out of these into the back you can do that many times you know but I I did it once with this I think it actually twice user is gonna find I can barely stand that's good enough for me 
